weapon_name,physical_dmg,magic_dmg,fire_dmg,lightning_dmg,holy_dmg,crit_multiplier,poise_dmg,strength_scaling,dexterity_scaling,intelligence_scaling,faith_scaling,arcane_scaling,physical_def,magic_def,fire_def,lightning_def,holy_def,guard_boost,status_resistance,weight,weapon_type,affinity
Banished Knight's Greatsword (lightning),238,0,0,238,0,100,132,E,C,Z,Z,Z,64.6,34.2,41.4,45.0,34.2,44.0,19.95,10.0,Greatswords,lightning
Battle Axe,313,0,0,0,0,100,112,C,D,Z,Z,Z,47.0,31.0,31.0,31.0,31.0,37.2,15.0,4.5,Axes,standard
Celebrant's Cleaver,306,0,0,0,0,100,112,C,D,Z,Z,Z,47.0,31.0,31.0,31.0,31.0,39.6,15.0,4.5,Axes,standard
Forked Hatchet,259,0,0,0,0,100,106,D,B,Z,Z,Z,40.0,27.0,27.0,27.0,27.0,32.4,13.0,2.5,Axes,standard
Hand Axe,286,0,0,0,0,100,106,D,C,Z,Z,Z,42.0,28.0,28.0,28.0,28.0,33.6,14.0,3.5,Axes,standard
Highland Axe,313,0,0,0,0,110,112,C,D,Z,Z,Z,47.0,31.0,31.0,31.0,31.0,37.2,15.0,4.5,Axes,standard
Icerind Hatchet,281,0,0,0,0,100,94,D,B,Z,Z,Z,40.0,27.0,27.0,27.0,27.0,29.7,13.0,3.0,Axes,standard
Iron Cleaver,306,0,0,0,0,100,122,B,D,Z,Z,Z,51.0,34.0,34.0,34.0,34.0,40.8,17.0,6.0,Axes,standard
Jawbone Axe,318,0,0,0,0,100,122,B,D,Z,Z,Z,49.0,33.0,33.0,33.0,33.0,43.2,16.0,5.5,Axes,standard
Ripple Blade,183,0,0,0,0,100,112,Z,Z,Z,Z,S,47.0,31.0,31.0,31.0,31.0,37.2,15.0,4.5,Axes,standard
Rosus' Axe,274,176,0,0,0,100,116,B,D,C,Z,Z,44.0,44.0,30.0,30.0,30.0,36.3,16.0,5.5,Axes,standard
Sacrificial Axe,325,0,0,0,0,100,122,C,D,Z,Z,Z,49.0,33.0,33.0,33.0,33.0,39.6,16.0,5.5,Axes,standard
Stormhawk Axe,333,0,0,0,0,100,116,C,C,Z,Z,Z,49.0,33.0,33.0,33.0,33.0,34.1,16.0,5.5,Axes,standard
Warped Axe,303,0,0,0,0,100,128,B,Z,Z,Z,Z,56.0,37.0,37.0,37.0,37.0,51.6,18.0,7.5,Axes,standard
Gargoyle's Twinblade (keen),277,0,0,0,0,100,100,D,B,Z,Z,Z,48.0,32.0,32.0,32.0,32.0,35.2,16.0,8.5,Twinblades,keen
Godskin Peeler (keen),255,0,0,0,0,100,99,E,A,Z,Z,Z,47.0,31.0,31.0,31.0,31.0,34.1,15.0,8.0,Twinblades,keen
Twinblade (keen),267,0,0,0,0,100,90,E,B,Z,Z,Z,45.0,30.0,30.0,30.0,30.0,33.0,15.0,7.0,Twinblades,keen
Twinned Knight Swords (keen),274,0,0,0,0,100,94,E,B,Z,Z,Z,47.0,31.0,31.0,31.0,31.0,34.1,15.0,8.0,Twinblades,keen
Caestus (poison),184,0,0,0,0,100,100,C,C,Z,Z,D,33.25,19.0,19.0,19.0,19.0,20.0,10.0,1.5,Fists,poison
Iron Ball (poison),206,0,0,0,0,100,110,B,D,Z,Z,D,36.1,20.9,20.9,20.9,20.9,22.0,11.0,2.5,Fists,poison
Katar (poison),199,0,0,0,0,110,100,D,C,Z,Z,D,34.2,19.95,19.95,19.95,19.95,21.0,10.0,2.5,Fists,poison
Spiked Caestus (poison),187,0,0,0,0,100,100,C,C,Z,Z,D,33.25,19.0,19.0,19.0,19.0,20.0,10.0,2.0,Fists,poison
Star Fist (poison),215,0,0,0,0,100,112,B,D,Z,Z,D,38.95,21.85,21.85,21.85,21.85,23.0,11.0,3.0,Fists,poison
Academy Glintstone Staff,43,0,0,0,0,100,40,D,Z,S,Z,Z,25.0,15.0,15.0,15.0,15.0,15.0,10.0,3.0,GlintstoneStaffs,standard
Albinauric Staff,29,0,0,0,0,100,38,D,Z,B,Z,S,23.0,14.0,14.0,14.0,14.0,14.0,9.0,2.5,GlintstoneStaffs,standard
Astrologer's Staff,43,0,0,0,0,100,40,D,Z,S,Z,Z,25.0,15.0,15.0,15.0,15.0,15.0,10.0,3.0,GlintstoneStaffs,standard
Azur's Glintstone Staff,58,0,0,0,0,100,42,C,Z,S,Z,Z,25.0,15.0,15.0,15.0,15.0,15.0,10.0,4.0,GlintstoneStaffs,standard
Carian Glintblade Staff,38,0,0,0,0,100,38,D,D,S,Z,Z,23.0,14.0,14.0,14.0,14.0,14.0,9.0,2.5,GlintstoneStaffs,standard
Carian Glintstone Staff,43,0,0,0,0,100,40,D,Z,S,Z,Z,25.0,15.0,15.0,15.0,15.0,15.0,10.0,3.0,GlintstoneStaffs,standard
Carian Regal Scepter,58,0,0,0,0,100,40,D,D,S,Z,Z,25.0,15.0,15.0,15.0,15.0,15.0,10.0,3.0,GlintstoneStaffs,standard
Crystal Staff,75,0,0,0,0,100,46,C,Z,S,Z,Z,28.0,17.0,17.0,17.0,17.0,17.0,11.0,4.5,GlintstoneStaffs,standard
Demi-Human Queen's Staff,54,0,0,0,0,100,40,C,Z,S,Z,Z,25.0,15.0,15.0,15.0,15.0,15.0,10.0,3.0,GlintstoneStaffs,standard
Digger's Staff,66,0,0,0,0,100,46,C,Z,S,Z,Z,28.0,17.0,17.0,17.0,17.0,17.0,11.0,4.5,GlintstoneStaffs,standard
Gelmir Glintstone Staff,50,0,0,0,0,100,38,D,Z,B,B,Z,23.0,14.0,14.0,14.0,14.0,14.0,9.0,2.5,GlintstoneStaffs,standard
Glintstone Staff,43,0,0,0,0,100,40,D,Z,S,Z,Z,25.0,15.0,15.0,15.0,15.0,15.0,10.0,3.0,GlintstoneStaffs,standard
Lusat's Glintstone Staff,58,0,0,0,0,100,42,C,Z,S,Z,Z,25.0,15.0,15.0,15.0,15.0,15.0,10.0,4.0,GlintstoneStaffs,standard
Prince of Death's Staff,43,0,0,0,0,100,40,D,Z,A,A,Z,25.0,15.0,15.0,15.0,15.0,15.0,10.0,3.0,GlintstoneStaffs,standard
Rotten Crystal Staff,102,0,0,0,0,100,46,C,Z,S,Z,Z,28.0,17.0,17.0,17.0,17.0,17.0,11.0,4.5,GlintstoneStaffs,standard
Staff of Loss,38,0,0,0,0,100,38,D,D,S,Z,Z,23.0,14.0,14.0,14.0,14.0,14.0,9.0,2.5,GlintstoneStaffs,standard
Staff of the Guilty,66,0,0,0,0,100,46,C,Z,Z,S,Z,28.0,17.0,17.0,17.0,17.0,17.0,11.0,4.5,GlintstoneStaffs,standard
Grave Scythe (sacred),276,0,0,0,276,100,120,E,E,Z,C,Z,46.55,37.95,31.35,31.35,41.25,33.0,15.2,9.5,Reapers,sacred
Scythe (sacred),240,0,0,0,240,100,110,E,D,Z,C,Z,42.75,34.5,28.5,28.5,37.5,30.0,14.25,7.5,Reapers,sacred
Battle Axe (occult),274,0,0,0,0,100,112,D,E,Z,Z,B,47.0,31.0,31.0,31.0,31.0,34.1,15.0,4.5,Axes,occult
Celebrant's Cleaver (occult),270,0,0,0,0,100,112,D,E,Z,Z,B,47.0,31.0,31.0,31.0,31.0,36.3,15.0,4.5,Axes,occult
Forked Hatchet (occult),227,0,0,0,0,100,106,E,D,Z,Z,B,40.0,27.0,27.0,27.0,27.0,29.7,13.0,2.5,Axes,occult
Hand Axe (occult),252,0,0,0,0,100,106,E,D,Z,Z,B,42.0,28.0,28.0,28.0,28.0,30.8,14.0,3.5,Axes,occult
Highland Axe (occult),274,0,0,0,0,110,112,E,E,Z,Z,B,47.0,31.0,31.0,31.0,31.0,34.1,15.0,4.5,Axes,occult
Iron Cleaver (occult),270,0,0,0,0,100,122,D,E,Z,Z,A,51.0,34.0,34.0,34.0,34.0,37.4,17.0,6.0,Axes,occult
Jawbone Axe (occult),279,0,0,0,0,100,122,D,E,Z,Z,B,49.0,33.0,33.0,33.0,33.0,39.6,16.0,5.5,Axes,occult
Sacrificial Axe (occult),285,0,0,0,0,100,122,D,E,Z,Z,B,49.0,33.0,33.0,33.0,33.0,36.3,16.0,5.5,Axes,occult
Warped Axe (occult),270,0,0,0,0,100,128,B,Z,Z,Z,B,56.0,37.0,37.0,37.0,37.0,47.3,18.0,7.5,Axes,occult
Lance (flame),236,0,236,0,0,100,122,E,E,Z,B,Z,54.15,34.2,45.0,41.4,34.2,44.0,19.95,9.0,GreatSpears,flame
Caestus (fire),146,0,146,0,0,100,100,C,E,Z,Z,Z,33.25,19.0,25.0,23.0,19.0,20.0,9.5,1.5,Fists,fire
Iron Ball (fire),163,0,163,0,0,100,110,C,E,Z,Z,Z,36.1,20.9,27.5,25.3,20.9,22.0,10.45,2.5,Fists,fire
Katar (fire),158,0,158,0,0,110,100,C,E,Z,Z,Z,34.2,19.95,26.25,24.15,19.95,21.0,9.5,2.5,Fists,fire
Spiked Caestus (fire),147,0,147,0,0,100,100,C,E,Z,Z,Z,33.25,19.0,25.0,23.0,19.0,20.0,9.5,2.0,Fists,fire
Star Fist (fire),170,0,170,0,0,100,112,C,E,Z,Z,Z,38.95,21.85,28.75,26.45,21.85,23.0,10.45,3.0,Fists,fire
Beastman's Cleaver (quality),280,0,0,0,0,100,164,B,B,Z,Z,Z,81.0,43.0,43.0,43.0,43.0,57.2,25.0,16.5,CurvedGreatswords,quality
Dismounter (quality),270,0,0,0,0,100,122,B,B,Z,Z,Z,65.0,35.0,35.0,35.0,35.0,46.2,20.0,10.0,CurvedGreatswords,quality
Monk's Flameblade (quality),262,0,0,0,0,100,122,B,B,Z,Z,Z,61.0,33.0,33.0,33.0,33.0,42.9,19.0,9.0,CurvedGreatswords,quality
Omen Cleaver (quality),278,0,0,0,0,100,128,B,B,Z,Z,Z,68.0,36.0,36.0,36.0,36.0,48.4,21.0,11.5,CurvedGreatswords,quality
Celebrant's Rib-Rake (occult),234,0,0,0,0,100,68,E,D,Z,Z,B,40.0,25.0,25.0,25.0,25.0,36.3,15.0,5.0,Spears,occult
Clayman's Harpoon (occult),213,114,0,0,0,100,80,E,E,C,Z,B,49.0,38.0,25.0,25.0,25.0,36.3,16.0,5.5,Spears,occult
Cross-Naginata (occult),263,0,0,0,0,100,88,E,D,Z,Z,B,52.0,32.0,32.0,32.0,32.0,42.9,19.0,8.0,Spears,occult
Iron Spear (occult),245,0,0,0,0,100,80,D,E,Z,Z,B,42.0,26.0,26.0,26.0,26.0,34.1,15.0,4.5,Spears,occult
Partisan (occult),265,0,0,0,0,100,84,E,E,Z,Z,B,48.0,30.0,30.0,30.0,30.0,39.6,18.0,6.5,Spears,occult
Pike (occult),247,0,0,0,0,100,82,D,E,Z,Z,B,53.0,33.0,33.0,33.0,33.0,42.9,19.0,7.5,Spears,occult
Short Spear (occult),240,0,0,0,0,100,80,E,D,Z,Z,B,40.0,25.0,25.0,25.0,25.0,33.0,15.0,4.0,Spears,occult
Spear (occult),245,0,0,0,0,100,80,E,D,Z,Z,B,42.0,26.0,26.0,26.0,26.0,34.1,15.0,4.5,Spears,occult
Spiked Spear (occult),258,0,0,0,0,100,80,E,E,Z,Z,B,46.0,28.0,28.0,28.0,28.0,37.4,17.0,6.0,Spears,occult
Celebrant's Rib-Rake (cold),187,149,0,0,0,100,68,D,B,C,Z,Z,38.0,28.75,23.75,23.75,23.75,33.0,14.25,5.0,Spears,cold
Clayman's Harpoon (cold),171,228,0,0,0,100,80,C,E,C,Z,Z,46.55,43.7,23.75,23.75,23.75,33.0,15.2,5.5,Spears,cold
Cross-Naginata (cold),210,169,0,0,0,100,88,D,B,C,Z,Z,49.4,36.8,30.4,30.4,30.4,39.0,18.05,8.0,Spears,cold
Iron Spear (cold),196,156,0,0,0,100,80,C,D,C,Z,Z,39.9,29.9,24.7,24.7,24.7,31.0,14.25,4.5,Spears,cold
Partisan (cold),212,169,0,0,0,100,84,C,D,C,Z,Z,45.6,34.5,28.5,28.5,28.5,36.0,17.1,6.5,Spears,cold
Pike (cold),198,158,0,0,0,100,82,C,D,C,Z,Z,50.35,37.95,31.35,31.35,31.35,39.0,18.05,7.5,Spears,cold
Short Spear (cold),192,154,0,0,0,100,80,D,C,C,Z,Z,38.0,28.75,23.75,23.75,23.75,30.0,14.25,4.0,Spears,cold
Spear (cold),196,156,0,0,0,100,80,D,B,D,Z,Z,39.9,29.9,24.7,24.7,24.7,31.0,14.25,4.5,Spears,cold
Spiked Spear (cold),207,165,0,0,0,100,80,C,C,C,Z,Z,43.7,32.2,26.6,26.6,26.6,34.0,16.15,6.0,Spears,cold
Bloodstained Dagger (sacred),154,0,0,0,154,110,60,D,E,Z,B,Z,34.2,24.15,19.95,19.95,26.25,15.0,9.5,2.0,Daggers,sacred
Celebrant's Sickle (sacred),150,0,0,0,150,100,56,E,D,Z,B,Z,33.25,23.0,19.0,19.0,25.0,15.0,9.5,1.5,Daggers,sacred
Dagger (sacred),142,0,0,0,142,130,60,E,D,Z,B,Z,33.25,23.0,19.0,19.0,25.0,15.0,9.5,1.5,Daggers,sacred
Erdsteel Dagger (sacred),128,0,0,0,128,110,60,E,E,Z,B,Z,34.2,24.15,19.95,19.95,26.25,15.0,9.5,2.0,Daggers,sacred
Great Knife (sacred),144,0,0,0,144,110,60,E,D,Z,B,Z,33.25,23.0,19.0,19.0,25.0,15.0,9.5,1.5,Daggers,sacred
Misericorde (sacred),176,0,0,0,176,140,56,E,D,Z,D,Z,34.2,24.15,19.95,19.95,26.25,15.0,9.5,2.0,Daggers,sacred
Parrying Dagger (sacred),144,0,0,0,144,110,60,E,D,Z,B,Z,33.25,23.0,19.0,19.0,25.0,15.0,9.5,1.5,Daggers,sacred
Wakizashi (sacred),180,0,0,0,180,100,66,E,E,Z,C,Z,39.9,27.6,22.8,22.8,30.0,18.0,11.4,3.0,Daggers,sacred
Bloodstained Dagger (magic),154,154,0,0,0,110,60,D,E,B,Z,Z,34.2,26.25,19.95,19.95,24.15,15.0,9.5,2.0,Daggers,magic
Celebrant's Sickle (magic),150,150,0,0,0,100,56,E,D,B,Z,Z,33.25,25.0,19.0,19.0,23.0,15.0,9.5,1.5,Daggers,magic
Dagger (magic),142,142,0,0,0,130,60,E,E,B,Z,Z,33.25,25.0,19.0,19.0,23.0,15.0,9.5,1.5,Daggers,magic
Erdsteel Dagger (magic),128,128,0,0,0,110,60,E,E,B,D,Z,34.2,26.25,19.95,19.95,24.15,15.0,9.5,2.0,Daggers,magic
Great Knife (magic),144,144,0,0,0,110,60,E,D,B,Z,Z,33.25,25.0,19.0,19.0,23.0,15.0,9.5,1.5,Daggers,magic
Misericorde (magic),176,176,0,0,0,140,56,E,E,C,Z,Z,34.2,26.25,19.95,19.95,24.15,15.0,9.5,2.0,Daggers,magic
Parrying Dagger (magic),144,144,0,0,0,110,60,E,D,B,Z,Z,33.25,25.0,19.0,19.0,23.0,15.0,9.5,1.5,Daggers,magic
Wakizashi (magic),180,180,0,0,0,100,66,E,E,B,Z,Z,39.9,30.0,22.8,22.8,27.6,18.0,11.4,3.0,Daggers,magic
Battle Hammer (flame),254,0,254,0,0,100,194,D,E,Z,B,Z,64.6,34.2,45.0,41.4,34.2,44.0,19.95,10.0,GreatHammers,flame
Brick Hammer (flame),236,0,236,0,0,100,218,C,Z,Z,B,Z,70.3,38.0,50.0,46.0,38.0,48.0,21.85,12.5,GreatHammers,flame
Celebrant's Skull (flame),266,0,266,0,0,100,182,E,E,Z,C,Z,59.85,32.3,42.5,39.1,32.3,40.0,18.05,8.5,GreatHammers,flame
Curved Great Club (flame),280,0,280,0,0,100,194,D,E,Z,C,Z,64.6,34.2,45.0,41.4,34.2,44.0,19.95,10.0,GreatHammers,flame
Great Mace (flame),258,0,258,0,0,100,200,D,Z,Z,B,Z,67.45,36.1,47.5,43.7,36.1,46.0,20.9,11.5,GreatHammers,flame
Great Stars (flame),260,0,260,0,0,100,182,D,E,Z,C,Z,64.6,34.2,45.0,41.4,34.2,44.0,19.95,10.0,GreatHammers,flame
Greathorn Hammer (flame),258,0,258,0,0,100,172,D,E,Z,B,Z,61.75,33.25,43.75,40.25,33.25,42.0,19.0,10.0,GreatHammers,flame
Large Club (flame),254,0,254,0,0,100,154,D,Z,Z,C,Z,57.0,30.4,40.0,36.8,30.4,38.0,17.1,8.5,GreatHammers,flame
Pickaxe (flame),278,0,278,0,0,100,190,D,E,Z,C,Z,64.6,34.2,45.0,41.4,34.2,44.0,19.95,10.0,GreatHammers,flame
Rotten Battle Hammer (flame),244,0,244,0,0,100,194,D,E,Z,B,Z,64.6,34.2,45.0,41.4,34.2,44.0,19.95,10.0,GreatHammers,flame
Gargoyle's Twinblade (flame),236,0,236,0,0,100,100,D,E,Z,C,Z,45.6,30.4,40.0,36.8,30.4,32.0,15.2,8.5,Twinblades,flame
Godskin Peeler (flame),232,0,232,0,0,100,90,E,D,Z,C,Z,44.65,29.45,38.75,35.65,29.45,31.0,14.25,8.0,Twinblades,flame
Twinblade (flame),228,0,228,0,0,100,90,E,E,Z,C,Z,42.75,28.5,37.5,34.5,28.5,30.0,14.25,7.0,Twinblades,flame
Twinned Knight Swords (flame),234,0,234,0,0,100,94,D,E,Z,C,Z,44.65,29.45,38.75,35.65,29.45,31.0,14.25,8.0,Twinblades,flame
Rusted Anchor (blood),305,0,0,0,0,100,164,B,E,Z,Z,D,64.6,34.2,34.2,34.2,34.2,44.0,19.95,12.5,Greataxes,blood
Longhaft Axe (blood),303,0,0,0,0,100,156,C,C,Z,Z,D,64.6,34.2,34.2,34.2,34.2,44.0,19.95,12.5,Greataxes,blood
Greataxe (blood),313,0,0,0,0,100,168,B,D,Z,Z,D,65.55,35.15,35.15,35.15,35.15,45.0,19.95,13.0,Greataxes,blood
Great Omenkiller Cleaver (blood),294,0,0,0,0,100,150,B,D,Z,Z,D,59.85,31.35,31.35,31.35,42.75,42.0,19.0,11.0,Greataxes,blood
Gargoyle's Great Axe (blood),255,0,0,0,0,100,150,A,E,Z,Z,D,55.1,29.45,29.45,29.45,29.45,37.0,17.1,8.5,Greataxes,blood
Executioner's Greataxe (blood),311,0,0,0,0,115,172,B,E,Z,Z,D,70.3,38.0,38.0,38.0,38.0,48.0,21.85,15.0,Greataxes,blood
Crescent Moon Axe (blood),303,0,0,0,0,100,156,C,C,Z,Z,D,64.6,34.2,34.2,34.2,34.2,44.0,19.95,12.5,Greataxes,blood
Butchering Knife (blood),277,0,0,0,0,100,150,D,B,Z,Z,D,55.1,29.45,29.45,29.45,29.45,37.0,17.1,8.5,Greataxes,blood
Bloodhound Claws,242,0,0,0,0,110,78,C,D,Z,Z,Z,38.0,22.0,22.0,22.0,22.0,26.4,11.0,3.0,Claws,standard
Hookclaws,227,0,0,0,0,110,72,D,B,Z,Z,Z,35.0,20.0,20.0,20.0,20.0,24.0,10.0,2.0,Claws,standard
Raptor Talons,210,0,0,0,0,110,68,E,B,Z,Z,Z,33.0,19.0,19.0,19.0,19.0,22.8,9.0,1.5,Claws,standard
Venomous Fang,237,0,0,0,0,100,78,D,C,Z,Z,Z,36.0,21.0,21.0,21.0,21.0,22.8,10.0,2.5,Claws,standard
Lance,301,0,0,0,0,100,122,C,C,Z,Z,Z,57.0,36.0,36.0,36.0,36.0,52.8,21.0,9.0,GreatSpears,standard
Mohgwyn's Sacred Spear,235,0,151,0,0,100,128,C,D,Z,Z,C,57.0,36.0,49.0,36.0,36.0,50.6,22.0,10.0,GreatSpears,standard
Serpent-Hunter,271,0,0,0,0,100,146,A,E,Z,Z,Z,72.0,42.0,42.0,42.0,42.0,55.0,24.0,12.0,GreatSpears,standard
Siluria's Tree,220,0,0,0,220,100,128,B,D,Z,C,Z,51.0,36.0,36.0,36.0,55.0,50.6,22.0,10.0,GreatSpears,standard
Treespear,298,0,0,0,193,100,122,D,C,Z,D,Z,55.0,35.0,35.0,35.0,48.0,54.0,21.0,9.5,GreatSpears,standard
Vyke's War Spear,252,0,161,0,0,100,122,D,B,Z,C,Z,52.0,33.0,45.0,33.0,33.0,46.2,20.0,8.0,GreatSpears,standard
Godskin Stitcher (occult),272,0,0,0,0,100,94,E,E,Z,Z,B,55.0,38.0,38.0,38.0,38.0,36.3,16.0,7.0,HeavyThrustingSwords,occult
Great epee (occult),267,0,0,0,0,124,94,E,D,Z,Z,B,52.0,36.0,36.0,36.0,36.0,34.1,15.0,6.5,HeavyThrustingSwords,occult
Banished Knight's Halberd,306,0,0,0,0,100,122,C,C,Z,Z,Z,55.0,35.0,35.0,35.0,35.0,50.4,15.0,8.0,Halberds,standard
Commander's Standard,338,0,0,0,0,100,136,B,D,Z,Z,Z,64.0,41.0,41.0,41.0,41.0,53.9,17.0,11.5,Halberds,standard
Dragon Halberd,330,0,0,0,0,100,136,B,C,Z,Z,Z,58.0,37.0,37.0,50.0,37.0,51.7,16.0,10.5,Halberds,standard
Gargoyle's Black Halberd,252,0,0,0,301,100,152,C,D,Z,D,Z,54.0,36.0,36.0,36.0,72.0,55.0,18.0,12.0,Halberds,standard
Gargoyle's Halberd,320,0,0,0,0,100,152,B,E,Z,Z,Z,66.0,42.0,42.0,42.0,42.0,60.0,18.0,12.0,Halberds,standard
Glaive,323,0,0,0,0,100,128,C,C,Z,Z,Z,60.0,38.0,38.0,38.0,38.0,55.2,16.0,10.0,Halberds,standard
Golden Halberd,328,0,0,0,213,100,152,B,D,Z,D,Z,65.0,41.0,41.0,41.0,56.0,57.2,18.0,13.5,Halberds,standard
Guardian's Swordspear,340,0,0,0,0,100,128,E,B,Z,Z,Z,57.0,36.0,36.0,36.0,36.0,52.8,15.0,9.0,Halberds,standard
Halberd,306,0,0,0,0,100,122,C,D,Z,Z,Z,55.0,35.0,35.0,35.0,35.0,50.4,15.0,8.0,Halberds,standard
Loretta's War Sickle,269,173,0,0,0,100,128,C,C,C,Z,Z,57.0,49.0,36.0,36.0,36.0,50.6,16.0,10.0,Halberds,standard
Lucerne,296,0,0,0,0,100,122,D,B,Z,Z,Z,52.0,33.0,33.0,33.0,33.0,46.8,14.0,7.0,Halberds,standard
Nightrider Glaive,316,0,0,0,0,100,140,B,E,Z,Z,Z,66.0,42.0,42.0,42.0,42.0,60.0,18.0,12.0,Halberds,standard
Pest's Glaive,294,0,0,0,0,100,114,D,C,Z,Z,Z,52.0,33.0,33.0,33.0,33.0,46.8,14.0,7.0,Halberds,standard
Ripple Crescent Halberd,210,0,0,0,0,100,124,Z,Z,Z,Z,S,56.0,35.0,35.0,35.0,35.0,51.6,15.0,8.5,Halberds,standard
Vulgar Militia Saw,308,0,0,0,0,100,128,D,C,Z,Z,Z,55.0,35.0,35.0,35.0,35.0,50.4,15.0,8.0,Halberds,standard
Vulgar Militia Shotel,296,0,0,0,0,100,128,E,B,Z,Z,Z,55.0,35.0,35.0,35.0,35.0,50.4,15.0,8.0,Halberds,standard
Duelist Greataxe (poison),352,0,0,0,0,100,156,D,B,Z,Z,D,74.1,44.65,44.65,44.65,44.65,52.0,26.0,20.0,ColossalWeapons,poison
Giant-Crusher (poison),322,0,0,0,0,100,224,A,Z,Z,Z,D,83.6,49.4,49.4,49.4,49.4,58.0,29.0,26.5,ColossalWeapons,poison
Golem's Halberd (poison),328,0,0,0,0,100,134,B,D,Z,Z,D,71.25,42.75,42.75,42.75,42.75,50.0,25.0,21.5,ColossalWeapons,poison
Prelate's Inferno Crozier (poison),324,0,0,0,0,100,210,B,E,Z,Z,D,77.9,46.55,46.55,46.55,46.55,55.0,27.0,23.5,ColossalWeapons,poison
Rotten Greataxe (poison),337,0,0,0,0,100,156,D,B,Z,Z,D,74.1,44.65,44.65,44.65,44.65,52.0,26.0,20.0,ColossalWeapons,poison
Beastman's Cleaver (sacred),274,0,0,0,274,100,164,D,Z,Z,C,Z,76.95,49.45,40.85,40.85,53.75,52.0,23.75,16.5,CurvedGreatswords,sacred
Dismounter (sacred),264,0,0,0,264,100,122,E,E,Z,B,Z,61.75,40.25,33.25,33.25,43.75,42.0,19.0,10.0,CurvedGreatswords,sacred
Monk's Flameblade (sacred),256,0,0,0,256,100,122,E,E,Z,B,Z,57.95,37.95,31.35,31.35,41.25,39.0,18.05,9.0,CurvedGreatswords,sacred
Omen Cleaver (sacred),272,0,0,0,272,100,128,E,E,Z,B,Z,64.6,41.4,34.2,34.2,45.0,44.0,19.95,11.5,CurvedGreatswords,sacred
Chainlink Flail (quality),219,0,0,0,0,100,122,B,B,Z,Z,Z,43.0,28.0,28.0,28.0,28.0,26.4,18.0,8.0,Flails,quality
Flail (quality),219,0,0,0,0,100,112,B,B,Z,Z,Z,36.0,24.0,24.0,24.0,24.0,22.0,15.0,5.0,Flails,quality
Nightrider Flail (quality),225,0,0,0,0,100,116,B,B,Z,Z,Z,37.0,25.0,25.0,25.0,25.0,23.1,15.0,6.0,Flails,quality
Bloodhound Claws (blood),204,0,0,0,0,110,78,C,C,Z,Z,D,36.1,20.9,20.9,20.9,20.9,22.0,10.45,3.0,Claws,blood
Hookclaws (blood),191,0,0,0,0,110,72,D,B,Z,Z,D,33.25,19.0,19.0,19.0,19.0,20.0,9.5,2.0,Claws,blood
Raptor Talons (blood),176,0,0,0,0,110,68,E,B,Z,Z,D,31.35,18.05,18.05,18.05,18.05,19.0,8.55,1.5,Claws,blood
Venomous Fang (blood),199,0,0,0,0,100,78,C,C,Z,Z,D,34.2,19.95,19.95,19.95,19.95,19.0,9.5,2.5,Claws,blood
Bloodhound Claws (cold),171,136,0,0,0,110,78,C,D,C,Z,Z,36.1,25.3,20.9,20.9,20.9,22.0,10.45,3.0,Claws,cold
Hookclaws (cold),160,127,0,0,0,110,72,D,B,C,Z,Z,33.25,23.0,19.0,19.0,19.0,20.0,9.5,2.0,Claws,cold
Raptor Talons (cold),147,118,0,0,0,110,68,E,B,C,Z,Z,31.35,21.85,18.05,18.05,18.05,19.0,8.55,1.5,Claws,cold
Venomous Fang (cold),167,133,0,0,0,100,78,C,C,C,Z,Z,34.2,24.15,19.95,19.95,19.95,19.0,9.5,2.5,Claws,cold
Bloodstained Dagger (lightning),133,0,0,133,0,110,60,E,B,Z,Z,Z,34.2,19.95,24.15,26.25,19.95,15.0,9.5,2.0,Daggers,lightning
Celebrant's Sickle (lightning),130,0,0,130,0,100,56,E,C,Z,Z,Z,33.25,19.0,23.0,25.0,19.0,15.0,9.5,1.5,Daggers,lightning
Dagger (lightning),123,0,0,123,0,130,60,E,B,Z,Z,Z,33.25,19.0,23.0,25.0,19.0,15.0,9.5,1.5,Daggers,lightning
Erdsteel Dagger (lightning),111,0,0,111,0,110,60,E,C,Z,D,Z,34.2,19.95,24.15,26.25,19.95,15.0,9.5,2.0,Daggers,lightning
Great Knife (lightning),125,0,0,125,0,110,60,E,B,Z,Z,Z,33.25,19.0,23.0,25.0,19.0,15.0,9.5,1.5,Daggers,lightning
Misericorde (lightning),153,0,0,153,0,140,56,E,C,Z,Z,Z,34.2,19.95,24.15,26.25,19.95,15.0,9.5,2.0,Daggers,lightning
Parrying Dagger (lightning),125,0,0,125,0,110,60,E,B,Z,Z,Z,33.25,19.0,23.0,25.0,19.0,15.0,9.5,1.5,Daggers,lightning
Wakizashi (lightning),156,0,0,156,0,100,66,E,C,Z,Z,Z,39.9,22.8,27.6,30.0,22.8,18.0,11.4,3.0,Daggers,lightning
Club (heavy),230,0,0,0,0,100,102,A,Z,Z,Z,Z,41.0,27.0,27.0,27.0,27.0,29.7,13.0,3.5,Hammers,heavy
Curved Club (heavy),239,0,0,0,0,100,116,S,Z,Z,Z,Z,45.0,30.0,30.0,30.0,30.0,33.0,15.0,5.0,Hammers,heavy
Hammer (heavy),261,0,0,0,0,100,127,A,Z,Z,Z,Z,51.0,34.0,34.0,34.0,34.0,39.6,17.0,6.5,Hammers,heavy
